person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_amnt_optimised
26,48000.0,2.0,1,25000,9.64,1,0.5208333333333334,0,4,0,0,0,1,0,1,0,0,0,0,14608.0
25,12996.0,1.0,3,3600,14.59,1,0.2770083102493075,0,3,0,0,1,0,0,0,0,1,0,0,1999.0
22,12996.0,1.0,1,4750,10.99,1,0.3654970760233918,0,3,0,0,1,0,0,1,0,0,0,0,1999.0
25,42360.0,1.0,4,25000,16.35,1,0.5901794145420207,1,3,0,0,0,1,0,1,0,0,0,0,200.0
21,49000.0,4.0,1,25000,10.99,1,0.5102040816326531,0,2,0,0,0,1,0,1,0,0,0,0,14913.0
25,138000.0,0.0,5,25000,18.67,0,0.18115942028985507,0,2,1,0,0,0,0,0,0,0,0,1,25000.0
26,138000.0,1.0,0,3000,9.32,0,0.021739130434782608,0,4,0,0,0,1,0,1,0,0,0,0,3000.0
23,138000.0,8.0,0,7500,8.63,0,0.05434782608695652,0,2,0,0,0,1,1,0,0,0,0,0,7500.0
26,138000.0,2.0,1,25000,10.08,0,0.18115942028985507,0,2,1,0,0,0,0,0,0,0,0,1,25000.0
22,49464.0,5.0,1,25000,11.83,1,0.5054180818372959,0,3,0,0,0,1,0,0,0,0,1,0,15054.0
23,50000.0,1.0,0,25000,7.9,1,0.5,0,3,0,0,0,1,1,0,0,0,0,0,15384.0
25,50000.0,4.0,0,25000,5.99,1,0.5,0,2,0,0,0,1,0,0,1,0,0,0,15384.0
24,44000.0,2.0,3,25000,15.33,1,0.5681818181818182,0,2,0,0,0,1,1,0,0,0,0,0,200.0
23,50000.0,1.0,1,25000,11.83,1,0.5,0,4,0,0,0,1,0,0,0,0,0,1,15217.0
22,50004.0,0.0,1,25000,10.36,1,0.49996000319974404,0,2,0,0,0,1,0,0,0,0,0,1,15385.0
22,50004.0,3.0,2,25000,12.23,1,0.49996000319974404,0,3,0,0,0,1,0,0,0,0,0,1,15218.0
22,52000.0,2.0,1,25000,11.11,1,0.4807692307692308,0,4,0,0,0,1,0,1,0,0,0,0,15826.0
23,13200.0,3.0,0,4950,7.9,1,0.375,0,4,0,0,1,0,1,0,0,0,0,0,2030.0
24,138000.0,1.0,1,25000,11.58,0,0.18115942028985507,0,2,1,0,0,0,0,1,0,0,0,0,25000.0
23,138000.0,5.0,0,21000,8.9,0,0.15217391304347827,0,3,1,0,0,0,1,0,0,0,0,0,21000.0
25,138000.0,2.0,3,25000,16.07,0,0.18115942028985507,0,3,1,0,0,0,0,1,0,0,0,0,25000.0
26,138000.0,10.0,2,20000,14.22,0,0.14492753623188406,1,2,1,0,0,0,0,1,0,0,0,0,20000.0
23,138000.0,7.0,2,35000,14.79,0,0.2536231884057971,1,3,1,0,0,0,0,0,0,1,0,0,35000.0
26,138000.0,11.0,0,12000,7.88,0,0.08695652173913043,0,2,1,0,0,0,0,1,0,0,0,0,12000.0
23,52000.0,1.0,2,25000,13.22,1,0.4807692307692308,0,2,0,0,0,1,0,0,0,0,1,0,15826.0
26,46000.0,2.0,3,25000,11.86,1,0.5434782608695652,0,4,0,0,0,1,1,0,0,0,0,0,200.0
22,53000.0,5.0,2,25000,13.43,1,0.4716981132075472,1,4,0,0,0,1,0,1,0,0,0,0,16130.0
26,47000.0,0.0,3,25000,15.28,1,0.5319148936170213,1,2,0,0,0,1,0,0,1,0,0,0,200.0
23,47000.0,1.0,4,25000,17.93,1,0.5319148936170213,0,2,0,0,0,1,0,0,0,0,0,1,200.0
23,13200.0,2.0,1,1400,9.25,0,0.10606060606060606,0,4,1,0,0,0,0,1,0,0,0,0,1400.0
21,13200.0,0.0,2,4500,12.98,1,0.3409090909090909,0,4,0,0,1,0,0,0,0,0,0,1,2030.0
22,138000.0,6.0,1,16000,10.62,0,0.11594202898550725,0,4,1,0,0,0,0,0,0,0,0,1,16000.0
26,138000.0,10.0,1,22000,11.83,0,0.15942028985507245,0,4,0,0,1,0,0,0,0,0,1,0,22000.0
26,48000.0,5.0,5,25000,18.43,1,0.5208333333333334,0,2,0,0,0,1,0,0,0,0,0,1,14608.0
22,54996.0,6.0,1,25000,10.99,1,0.4545785148010764,0,4,0,0,0,1,0,1,0,0,0,0,16737.0
24,55000.0,4.0,3,25000,10.99,1,0.45454545454545453,1,4,0,0,0,1,0,0,1,0,0,0,16739.0
23,55000.0,4.0,1,25000,11.36,1,0.45454545454545453,0,3,0,0,0,1,0,1,0,0,0,0,16739.0
23,55000.0,4.0,3,25000,15.65,1,0.45454545454545453,1,3,0,0,0,1,0,1,0,0,0,0,16739.0
24,55164.0,8.0,2,25000,13.22,1,0.4531941121020956,1,4,0,0,0,1,0,0,0,0,1,0,16789.0
26,56000.0,4.0,2,25000,12.87,1,0.44642857142857145,0,2,0,0,0,1,1,0,0,0,0,0,17043.0
24,138000.0,8.0,2,20000,13.04,0,0.14492753623188406,0,3,0,0,1,0,0,0,0,1,0,0,20000.0
23,138000.0,5.0,5,22000,17.58,1,0.15942028985507245,1,3,1,0,0,0,0,1,0,0,0,0,15639.0
23,13920.0,2.0,4,7750,17.04,1,0.5567528735632183,0,4,0,0,1,0,0,0,0,0,1,0,200.0
24,60000.0,0.0,1,25000,10.99,1,0.4166666666666667,0,3,0,0,0,1,0,0,0,0,1,0,18260.0
24,60000.0,2.0,1,25000,11.11,1,0.4166666666666667,0,3,0,0,0,1,0,0,0,0,1,0,18260.0
26,54000.0,7.0,3,25000,14.83,1,0.46296296296296297,1,2,0,0,0,1,1,0,0,0,0,0,200.0
23,14000.0,2.0,3,4000,10.99,1,0.2857142857142857,0,3,0,0,1,0,1,0,0,0,0,0,2153.0
24,138000.0,8.0,1,12000,12.69,0,0.08695652173913043,0,2,0,0,0,1,0,0,0,1,0,0,12000.0
24,138000.0,8.0,2,12000,13.49,0,0.08695652173913043,0,2,1,0,0,0,0,0,1,0,0,0,12000.0
21,138000.0,5.0,2,16000,14.65,0,0.11594202898550725,0,4,1,0,0,0,0,1,0,0,0,0,16000.0
25,54000.0,3.0,4,25000,16.82,1,0.46296296296296297,0,4,0,0,0,1,0,0,1,0,0,0,1111.0
23,60000.0,3.0,2,25000,12.73,1,0.4166666666666667,0,3,0,0,0,1,0,0,0,0,1,0,18260.0
23,60000.0,7.0,1,25000,10.25,1,0.4166666666666667,0,4,0,0,0,1,0,0,0,0,1,0,18461.0
21,60000.0,6.0,1,25000,10.99,1,0.4166666666666667,0,4,0,0,0,1,0,1,0,0,0,0,18260.0
25,61959.0,9.0,2,25000,12.73,1,0.4034926322245356,0,2,0,0,0,1,0,0,0,1,0,0,18857.0
22,56400.0,2.0,3,25000,14.96,1,0.4432624113475177,1,3,0,0,0,1,0,0,1,0,0,0,200.0
23,138000.0,7.0,0,28000,10.99,0,0.2028985507246377,0,2,1,0,0,0,0,1,0,0,0,0,28000.0
21,138000.0,2.0,2,25000,13.99,0,0.18115942028985507,0,2,1,0,0,0,1,0,0,0,0,0,25000.0
24,138000.0,3.0,0,24000,7.49,0,0.17391304347826086,0,4,1,0,0,0,0,0,0,0,0,1,24000.0
26,138000.0,4.0,2,15000,14.79,0,0.10869565217391304,0,3,1,0,0,0,0,1,0,0,0,0,15000.0
25,138000.0,2.0,1,15500,11.99,0,0.11231884057971014,0,2,1,0,0,0,1,0,0,0,0,0,15500.0
24,138000.0,8.0,0,10000,8.49,0,0.07246376811594203,0,4,0,0,0,1,0,1,0,0,0,0,10000.0
24,66000.0,3.0,1,25000,9.91,1,0.3787878787878788,0,2,0,0,0,1,0,1,0,0,0,0,20086.0
22,66000.0,6.0,2,25000,13.06,1,0.3787878787878788,1,3,0,0,0,1,0,1,0,0,0,0,20086.0
22,138000.0,6.0,0,9000,6.17,0,0.06521739130434782,0,4,1,0,0,0,1,0,0,0,0,0,9000.0
25,138000.0,5.0,3,18000,16.32,0,0.13043478260869565,0,3,0,0,0,1,0,1,0,0,0,0,18000.0
25,138000.0,2.0,1,12000,10.38,0,0.08695652173913043,0,2,1,0,0,0,0,0,0,0,0,1,12000.0
25,138000.0,9.0,2,23050,14.35,0,0.16702898550724637,0,3,1,0,0,0,0,0,0,0,1,0,23050.0
24,138000.0,8.0,1,20000,10.99,0,0.14492753623188406,0,3,1,0,0,0,1,0,0,0,0,0,20000.0
24,60000.0,2.0,4,25000,10.99,1,0.4166666666666667,1,2,0,0,0,1,1,0,0,0,0,0,200.0
21,14400.0,0.0,1,3000,10.99,1,0.20833333333333334,0,4,0,0,1,0,0,0,1,0,0,0,2215.0
26,66996.0,10.0,3,25000,15.21,1,0.37315660636455905,1,2,0,0,0,1,0,0,0,0,1,0,20390.0
23,67000.0,3.0,0,25000,7.9,1,0.373134328358209,0,4,0,0,0,1,0,1,0,0,0,0,20615.0
24,67000.0,2.0,1,25000,10.99,1,0.373134328358209,0,3,0,0,0,1,0,0,0,0,0,1,20615.0
24,68000.0,5.0,3,25000,14.09,1,0.36764705882352944,1,3,0,0,0,1,0,0,0,0,1,0,20695.0
25,69000.0,9.0,3,25000,17.49,1,0.36231884057971014,0,2,0,0,0,1,0,0,0,0,1,0,20999.0
25,138000.0,0.0,1,12000,11.48,0,0.08695652173913043,0,3,1,0,0,0,0,1,0,0,0,0,12000.0
26,138000.0,10.0,4,20000,17.74,1,0.14492753623188406,0,2,1,0,0,0,0,0,0,0,0,1,12249.0
26,138000.0,4.0,2,3000,13.92,0,0.021739130434782608,0,3,1,0,0,0,0,0,0,0,1,0,3000.0
25,69996.0,9.0,3,25000,15.21,1,0.35716326647236984,0,3,0,0,0,1,0,1,0,0,0,0,21303.0
22,14400.0,2.0,1,4000,10.99,1,0.2777777777777778,0,3,0,0,1,0,0,0,0,1,0,0,2215.0
24,70000.0,3.0,1,25000,11.86,1,0.35714285714285715,0,4,0,0,0,1,0,1,0,0,0,0,21304.0
24,14400.0,5.0,0,6000,7.49,1,0.4166666666666667,0,3,0,0,1,0,0,0,0,0,1,0,2215.0
24,56100.0,7.0,3,25000,16.49,1,0.44563279857397503,0,4,0,0,0,1,0,0,0,1,0,0,200.0
25,66000.0,9.0,3,25000,15.33,1,0.3787878787878788,1,2,0,0,0,1,0,0,0,0,0,1,20086.0
26,66000.0,3.0,1,25000,11.58,1,0.3787878787878788,0,4,0,0,0,1,0,0,1,0,0,0,20086.0
25,14400.0,7.0,0,5375,5.79,1,0.3732638888888889,0,2,0,0,1,0,0,1,0,0,0,0,2215.0
25,72612.0,9.0,2,25000,13.11,1,0.3442957086982868,0,2,0,0,0,1,0,0,0,1,0,0,22099.0
23,74000.0,3.0,1,25000,10.36,1,0.33783783783783783,0,3,0,0,0,1,0,0,0,1,0,0,22521.0
25,75000.0,9.0,1,25000,10.36,1,0.3333333333333333,0,2,0,0,0,1,1,0,0,0,0,0,22826.0
24,138000.0,0.0,2,22000,10.99,0,0.15942028985507245,1,2,0,0,0,1,0,0,0,1,0,0,22000.0
25,138000.0,1.0,1,10000,12.53,0,0.07246376811594203,0,4,1,0,0,0,0,0,0,1,0,0,10000.0
26,138000.0,5.0,0,15000,10.99,0,0.10869565217391304,0,3,1,0,0,0,0,0,0,0,1,0,15000.0
22,138000.0,3.0,2,10000,10.99,0,0.07246376811594203,0,3,1,0,0,0,0,0,0,0,0,1,10000.0
24,75000.0,4.0,1,25000,10.25,1,0.3333333333333333,0,4,0,0,0,1,0,1,0,0,0,0,22826.0
22,71000.0,1.0,3,25000,15.95,1,0.352112676056338,1,4,0,0,0,1,0,1,0,0,0,0,200.0
26,138000.0,3.0,1,20000,12.18,0,0.14492753623188406,0,4,1,0,0,0,0,0,0,0,0,1,20000.0
23,138000.0,0.0,1,24000,11.83,0,0.17391304347826086,0,3,0,0,1,0,0,0,0,0,1,0,24000.0
23,78000.0,7.0,2,25000,10.99,1,0.32051282051282054,1,2,0,0,0,1,1,0,0,0,0,0,19897.0
23,78000.0,1.0,1,25000,10.62,1,0.32051282051282054,0,3,0,0,0,1,0,0,0,0,0,1,23999.0
23,78504.0,7.0,1,25000,10.74,1,0.3184551105676144,0,3,0,0,0,1,0,0,0,0,0,1,23999.0
25,138000.0,9.0,1,10000,10.25,0,0.07246376811594203,0,4,0,0,1,0,0,0,0,0,0,1,10000.0
24,138000.0,4.0,1,35000,12.42,0,0.2536231884057971,0,2,1,0,0,0,0,1,0,0,0,0,35000.0
25,138000.0,6.0,2,15000,15.27,0,0.10869565217391304,0,2,0,0,0,1,0,0,0,0,0,1,15000.0
24,62050.0,8.0,3,25000,15.33,1,0.40290088638195004,1,2,0,0,0,1,0,0,0,1,0,0,200.0
23,79416.0,7.0,3,25000,15.21,1,0.3147980255867835,1,2,0,0,0,1,0,0,0,0,0,1,20999.0
21,14400.0,4.0,2,6250,14.72,1,0.4340277777777778,0,2,0,0,1,0,0,0,0,0,0,1,2215.0
24,79631.0,8.0,3,25000,15.7,1,0.3139480855445744,1,2,0,0,0,1,0,0,0,0,1,0,24235.0
24,79632.0,0.0,2,25000,13.35,1,0.3139441430580671,0,4,0,0,0,1,0,1,0,0,0,0,24235.0
21,14400.0,0.0,2,1500,10.99,0,0.10416666666666667,0,4,1,0,0,0,0,0,0,1,0,0,1500.0
24,80000.0,6.0,0,25000,6.62,1,0.3125,0,2,0,0,0,1,0,1,0,0,0,0,24615.0
26,80000.0,5.0,2,25000,13.61,1,0.3125,0,4,0,0,0,1,1,0,0,0,0,0,24347.0
